SizeRank,County,Year,Value
1041,Washington Parish,2012,114478.38839429601
1360,Iberville Parish,2012,169427.56392153102
1560,West Baton Rouge Parish,2012,183848.53800186416
1661,Plaquemines Parish,2012,294029.83007831214
1725,Pointe Coupee Parish,2012,180138.74157425715
2071,West Feliciana Parish,2012,222590.04016655486
158,East Baton Rouge Parish,2012,191037.04356821172
160,Jefferson Parish,2012,192674.9451814943
178,Orleans Parish,2012,177833.50496093102
274,Caddo Parish,2012,136278.37414740803
462,Livingston Parish,2012,167729.91778966348
1041,Washington Parish,2012,158740.05862522539
1360,Iberville Parish,2012,167157.27221530178
1560,West Baton Rouge Parish,2012,184250.96806101204
1661,Plaquemines Parish,2012,294613.7482033503
1725,Pointe Coupee Parish,2012,180622.3339982752
2071,West Feliciana Parish,2012,223060.1055297612
158,East Baton Rouge Parish,2012,190563.5964398024
160,Jefferson Parish,2012,193095.41132172444
178,Orleans Parish,2012,178172.80873629102
274,Caddo Parish,2012,136387.71788896923
462,Livingston Parish,2012,167239.56183523958
1041,Washington Parish,2012,110606.26723694868
1360,Iberville Parish,2012,164963.63385367213
1560,West Baton Rouge Parish,2012,184656.77988536283
1661,Plaquemines Parish,2012,295040.97787398624
1725,Pointe Coupee Parish,2012,181063.0907297229
2071,West Feliciana Parish,2012,223276.5385027483
158,East Baton Rouge Parish,2012,190919.809041177
160,Jefferson Parish,2012,193306.20801937333
178,Orleans Parish,2012,178228.04423460545
274,Caddo Parish,2012,135949.21566765683
462,Livingston Parish,2012,167065.96455482286
1041,Washington Parish,2012,110818.19118966523
1360,Iberville Parish,2012,164989.56072022786
1560,West Baton Rouge Parish,2012,184553.07241913988
1661,Plaquemines Parish,2012,295411.8447912402
1725,Pointe Coupee Parish,2012,181291.92350845406
2071,West Feliciana Parish,2012,222630.62134898995
158,East Baton Rouge Parish,2012,190907.40923543298
160,Jefferson Parish,2012,193520.38648222512
178,Orleans Parish,2012,179593.15012151885
274,Caddo Parish,2012,135366.42479768634
462,Livingston Parish,2012,167558.57501938203
1041,Washington Parish,2012,110757.31941601261
1360,Iberville Parish,2012,165407.77235032272
1560,West Baton Rouge Parish,2012,184444.85593264631
1661,Plaquemines Parish,2012,295155.95789088565
1725,Pointe Coupee Parish,2012,181681.95376185788
2071,West Feliciana Parish,2012,222263.13619693895
158,East Baton Rouge Parish,2012,189843.28045157975
160,Jefferson Parish,2012,193124.7199534831
178,Orleans Parish,2012,181242.32428547784
274,Caddo Parish,2012,134130.95324355166
462,Livingston Parish,2012,168751.21088094637
1041,Washington Parish,2012,111005.31553089365
1360,Iberville Parish,2012,165814.7114297412
1560,West Baton Rouge Parish,2012,184845.03148165892
1661,Plaquemines Parish,2012,295233.7384905529
1725,Pointe Coupee Parish,2012,182166.67344094356
2071,West Feliciana Parish,2012,222480.69642499366
158,East Baton Rouge Parish,2012,188606.6816423774
160,Jefferson Parish,2012,193542.93158357797
178,Orleans Parish,2012,182915.17080585728
274,Caddo Parish,2012,132561.81418939517
462,Livingston Parish,2012,170109.55323745392
1041,Washington Parish,2012,110870.04492277671
1360,Iberville Parish,2012,166298.30385375925
1560,West Baton Rouge Parish,2012,185638.6190492783
1661,Plaquemines Parish,2012,295101.84964763885
1725,Pointe Coupee Parish,2012,183155.27613526484
2071,West Feliciana Parish,2012,223505.37128147946
158,East Baton Rouge Parish,2013,185074.02330043743
160,Jefferson Parish,2013,190805.57869048792
178,Orleans Parish,2013,181731.07889868086
274,Caddo Parish,2013,129728.24022888344
462,Livingston Parish,2013,169063.66378773763
1041,Washington Parish,2013,109307.28275175246
1360,Iberville Parish,2013,163635.40644410768
1560,West Baton Rouge Parish,2013,183588.64056027506
1661,Plaquemines Parish,2013,291323.8839871736
1725,Pointe Coupee Parish,2013,181898.83715878896
2071,West Feliciana Parish,2013,220763.20441111448
158,East Baton Rouge Parish,2013,185370.6554557279
160,Jefferson Parish,2013,191629.9272269131
178,Orleans Parish,2013,183076.47792511064
274,Caddo Parish,2013,129446.05083770824
462,Livingston Parish,2013,170831.23591907517
1041,Washington Parish,2013,109107.30601784878
1360,Iberville Parish,2013,163082.13748030752
1560,West Baton Rouge Parish,2013,183785.28434861367
1661,Plaquemines Parish,2013,291597.1855235086
1725,Pointe Coupee Parish,2013,182167.69476770388
2071,West Feliciana Parish,2013,221616.43847577018
158,East Baton Rouge Parish,2013,185687.28528440872
160,Jefferson Parish,2013,192003.21713019998
178,Orleans Parish,2013,185025.1400988165
274,Caddo Parish,2013,130362.61086810012
462,Livingston Parish,2013,172536.59306653158
1041,Washington Parish,2013,109429.49075580471
1360,Iberville Parish,2013,162567.75288143303
1560,West Baton Rouge Parish,2013,183853.05424176992
1661,Plaquemines Parish,2013,292379.316749443
1725,Pointe Coupee Parish,2013,181737.74478981097
2071,West Feliciana Parish,2013,222805.1890606421
158,East Baton Rouge Parish,2013,186359.42930669608
160,Jefferson Parish,2013,192923.1101061569
178,Orleans Parish,2013,185686.17430255367
274,Caddo Parish,2013,130986.9826706216
462,Livingston Parish,2013,173772.00488931432
1041,Washington Parish,2013,109771.673167151
1360,Iberville Parish,2013,161933.38224221635
1560,West Baton Rouge Parish,2013,184090.80435874432
1661,Plaquemines Parish,2013,290535.0868701091
1725,Pointe Coupee Parish,2013,180948.94767274646
2071,West Feliciana Parish,2013,225084.92382714406
158,East Baton Rouge Parish,2013,186373.87207081134
160,Jefferson Parish,2013,193251.960735243
178,Orleans Parish,2013,186261.66290345427
274,Caddo Parish,2013,131598.02269088285
462,Livingston Parish,2013,174447.48185716677
1041,Washington Parish,2013,109923.87768128881
1360,Iberville Parish,2013,161767.84594581832
1560,West Baton Rouge Parish,2013,184346.330185399
1661,Plaquemines Parish,2013,288766.40375691646
1725,Pointe Coupee Parish,2013,181042.27014856818
2071,West Feliciana Parish,2013,227090.24607545597
158,East Baton Rouge Parish,2013,186472.74945590814
160,Jefferson Parish,2013,193677.4667857158
178,Orleans Parish,2013,187630.39254883947
274,Caddo Parish,2013,131927.98430182395
462,Livingston Parish,2013,175176.28595406018
1041,Washington Parish,2013,110368.270423297
1360,Iberville Parish,2013,161402.33291551657
1560,West Baton Rouge Parish,2013,184552.9728104328
1661,Plaquemines Parish,2013,286843.29416587605
1725,Pointe Coupee Parish,2013,181103.3741505943
2071,West Feliciana Parish,2013,228502.30401318695
158,East Baton Rouge Parish,2013,186917.14219791634
160,Jefferson Parish,2013,194522.92397738638
178,Orleans Parish,2013,189245.76016603922
274,Caddo Parish,2013,132105.7413986272
462,Livingston Parish,2013,176008.41136347048
1041,Washington Parish,2013,111533.69038921344
1360,Iberville Parish,2013,161693.41016153194
1560,West Baton Rouge Parish,2013,184838.49514717306
1661,Plaquemines Parish,2013,287567.6543353494
1725,Pointe Coupee Parish,2013,181822.17941079254
2071,West Feliciana Parish,2013,228616.73514425408
158,East Baton Rouge Parish,2013,187438.19268792093
160,Jefferson Parish,2013,195131.74203393757
178,Orleans Parish,2013,191257.74830548128
274,Caddo Parish,2013,132064.63506999146
462,Livingston Parish,2013,176600.5646921964
1041,Washington Parish,2013,112935.74949024926
1360,Iberville Parish,2013,161891.1649317256
1560,West Baton Rouge Parish,2013,185196.23130448966
1661,Plaquemines Parish,2013,288375.3381439493
1725,Pointe Coupee Parish,2013,182550.98350768595
2071,West Feliciana Parish,2013,229077.79261408758
158,East Baton Rouge Parish,2013,188100.33787351314
160,Jefferson Parish,2013,195111.74436054722
178,Orleans Parish,2013,192626.47795086645
274,Caddo Parish,2013,131859.10342681265
462,Livingston Parish,2013,177100.5065269556
1041,Washington Parish,2013,113968.96261541829
1360,Iberville Parish,2013,162111.13933901966
1560,West Baton Rouge Parish,2013,185433.98142146404
1661,Plaquemines Parish,2013,288777.5135754667
1725,Pointe Coupee Parish,2013,183007.59705009937
2071,West Feliciana Parish,2013,229244.43989234066
158,East Baton Rouge Parish,2013,188414.7457384839
160,Jefferson Parish,2013,194929.54333632387
178,Orleans Parish,2013,194489.59452173574
274,Caddo Parish,2013,131526.91985216155
462,Livingston Parish,2013,177011.62797855397
1041,Washington Parish,2013,114214.4896053778
1360,Iberville Parish,2013,162105.58442974454
1560,West Baton Rouge Parish,2013,185569.52120777653
1661,Plaquemines Parish,2013,288770.8476843366
1725,Pointe Coupee Parish,2013,182665.41463875305
2071,West Feliciana Parish,2013,230008.79540859468
158,East Baton Rouge Parish,2013,189234.65034748902
160,Jefferson Parish,2013,194770.67293105595
178,Orleans Parish,2013,196429.36884060147
274,Caddo Parish,2013,131180.29351339515
462,Livingston Parish,2013,176457.24803289876
1041,Washington Parish,2013,113736.767407719
1360,Iberville Parish,2013,162318.89294590848
1560,West Baton Rouge Parish,2013,185335.1040363672
1661,Plaquemines Parish,2013,288748.6280472362
1725,Pointe Coupee Parish,2013,182408.77783024334
2071,West Feliciana Parish,2013,230024.349154565
158,East Baton Rouge Parish,2013,189956.78855325232
160,Jefferson Parish,2013,194082.97516279828
178,Orleans Parish,2013,198790.20528251995
274,Caddo Parish,2013,129838.22743253046
462,Livingston Parish,2013,175966.19405297973
1041,Washington Parish,2013,112876.86745193318
1360,Iberville Parish,2013,162757.73077864153
1560,West Baton Rouge Parish,2013,185175.12264924427
1661,Plaquemines Parish,2013,288714.1876097305
1725,Pointe Coupee Parish,2013,182079.9272011573
2071,West Feliciana Parish,2013,230513.181170774
158,East Baton Rouge Parish,2014,188002.46365994186
160,Jefferson Parish,2014,189890.50179947284
178,Orleans Parish,2014,197217.44540754257
274,Caddo Parish,2014,126831.9957843336
462,Livingston Parish,2014,172305.61849063935
1041,Washington Parish,2014,110367.69098911868
1360,Iberville Parish,2014,160788.25786530142
1560,West Baton Rouge Parish,2014,182528.57427683155
1661,Plaquemines Parish,2014,284494.65953213704
1725,Pointe Coupee Parish,2014,179017.0638517167
2071,West Feliciana Parish,2014,227046.69881640308
158,East Baton Rouge Parish,2014,188778.66926449715
160,Jefferson Parish,2014,189152.55985148012
178,Orleans Parish,2014,197670.04980231143
274,Caddo Parish,2014,126381.57788422547
462,Livingston Parish,2014,172344.97539453232
1041,Washington Parish,2014,110327.24083789538
1360,Iberville Parish,2014,161365.49245573126
1560,West Baton Rouge Parish,2014,183421.75734573533
1661,Plaquemines Parish,2014,285029.2574766829
1725,Pointe Coupee Parish,2014,179153.71976801162
2071,West Feliciana Parish,2014,227035.76634309947
158,East Baton Rouge Parish,2014,188554.55356177344
160,Jefferson Parish,2014,190145.22842744662
178,Orleans Parish,2014,198028.63492666936
274,Caddo Parish,2014,127173.08895140578
462,Livingston Parish,2014,172889.41256505137
1041,Washington Parish,2014,110110.77786648418
1360,Iberville Parish,2014,161783.11293592863
1560,West Baton Rouge Parish,2014,184269.024026764
1661,Plaquemines Parish,2014,285745.3344780684
1725,Pointe Coupee Parish,2014,179300.21491027978
2071,West Feliciana Parish,2014,228403.4187533793
158,East Baton Rouge Parish,2014,187993.717681299
160,Jefferson Parish,2014,191891.1444140308
178,Orleans Parish,2014,198331.46443717898
274,Caddo Parish,2014,127519.64835512976
462,Livingston Parish,2014,174036.22901459853
1041,Washington Parish,2014,110152.32126503784
1360,Iberville Parish,2014,162340.669074412
1560,West Baton Rouge Parish,2014,184911.85345701542
1661,Plaquemines Parish,2014,286657.1027515882
1725,Pointe Coupee Parish,2014,179720.02188513786
2071,West Feliciana Parish,2014,228585.99105754934
158,East Baton Rouge Parish,2014,186823.94303781426
160,Jefferson Parish,2014,192842.26959144362
178,Orleans Parish,2014,198467.02710614353
274,Caddo Parish,2014,126431.867261422
462,Livingston Parish,2014,175255.19978794944
1041,Washington Parish,2014,110373.15722577047
1360,Iberville Parish,2014,162876.3602662882
1560,West Baton Rouge Parish,2014,185516.41923070422
1661,Plaquemines Parish,2014,287547.0060785009
1725,Pointe Coupee Parish,2014,180514.81269430928
2071,West Feliciana Parish,2014,229670.492409266
158,East Baton Rouge Parish,2014,186327.60874983104
160,Jefferson Parish,2014,193095.90297208706
178,Orleans Parish,2014,199085.80509512706
274,Caddo Parish,2014,124972.382075392
462,Livingston Parish,2014,176092.62724300486
1041,Washington Parish,2014,111221.51715412948
1360,Iberville Parish,2014,163791.40828179914
1560,West Baton Rouge Parish,2014,186350.5669437686
1661,Plaquemines Parish,2014,288725.5267006285
1725,Pointe Coupee Parish,2014,181625.55198195457
2071,West Feliciana Parish,2014,230026.89103896322
158,East Baton Rouge Parish,2014,185907.80177497296
160,Jefferson Parish,2014,192762.46253632737
178,Orleans Parish,2014,199460.78892944037
274,Caddo Parish,2014,123899.90644430926
462,Livingston Parish,2014,176758.41486719385
1041,Washington Parish,2014,112328.97669978373
1360,Iberville Parish,2014,165071.60090565015
1560,West Baton Rouge Parish,2014,187341.04902507432
1661,Plaquemines Parish,2014,289695.23708265746
1725,Pointe Coupee Parish,2014,182664.13694579617
2071,West Feliciana Parish,2014,231692.99997043118
158,East Baton Rouge Parish,2014,186113.33227308057
160,Jefferson Parish,2014,192744.97057904163
178,Orleans Parish,2014,200698.3449074074
274,Caddo Parish,2014,124330.64589247093
462,Livingston Parish,2014,176792.30553443497
1041,Washington Parish,2014,113037.40096985672
1360,Iberville Parish,2014,165994.30165247366
1560,West Baton Rouge Parish,2014,188367.60826828194
1661,Plaquemines Parish,2014,290498.77387047175
1725,Pointe Coupee Parish,2014,183211.85385830628
2071,West Feliciana Parish,2014,232969.91285229116
158,East Baton Rouge Parish,2014,186385.5508583401
160,Jefferson Parish,2014,193030.30813226546
178,Orleans Parish,2014,200798.92366180048
274,Caddo Parish,2014,124402.80021627467
462,Livingston Parish,2014,176377.9647962287
1041,Washington Parish,2014,113353.34944833061
1360,Iberville Parish,2014,166815.33039757365
1560,West Baton Rouge Parish,2014,189282.65628379292
1661,Plaquemines Parish,2014,291130.67082741956
1725,Pointe Coupee Parish,2014,183586.83769261962
2071,West Feliciana Parish,2014,233538.4014640781
158,East Baton Rouge Parish,2014,186761.62793998377
160,Jefferson Parish,2014,193418.4109345431
178,Orleans Parish,2014,201580.59550300756
274,Caddo Parish,2014,124353.60408640848
462,Livingston Parish,2014,176078.41502771017
1041,Washington Parish,2014,113184.98935945526
1360,Iberville Parish,2014,167394.75148266423
1560,West Baton Rouge Parish,2014,190173.65285803593
1661,Plaquemines Parish,2014,291516.58713503653
1725,Pointe Coupee Parish,2014,184499.69921346987
2071,West Feliciana Parish,2014,234441.42375895512
158,East Baton Rouge Parish,2014,186898.28385627872
160,Jefferson Parish,2014,193864.45584532982
178,Orleans Parish,2014,201727.09064527575
274,Caddo Parish,2014,126174.95413878749
462,Livingston Parish,2014,175832.4343783793
1041,Washington Parish,2014,113251.67744660718
1360,Iberville Parish,2014,168379.7673273182
1560,West Baton Rouge Parish,2014,190626.2572528048
1661,Plaquemines Parish,2014,291443.33956390235
1725,Pointe Coupee Parish,2014,185594.03979115977
2071,West Feliciana Parish,2014,236009.14043069072
158,East Baton Rouge Parish,2014,186910.30957691267
160,Jefferson Parish,2014,194349.85766000947
178,Orleans Parish,2014,202068.1838123479
274,Caddo Parish,2014,126212.12454801972
462,Livingston Parish,2014,175430.11936080697
1041,Washington Parish,2014,113415.66454616112
1360,Iberville Parish,2014,168944.97619711407
1560,West Baton Rouge Parish,2014,191170.69442332385
1661,Plaquemines Parish,2014,291149.2560320357
1725,Pointe Coupee Parish,2014,186655.58294893889
2071,West Feliciana Parish,2014,237584.50983373885
158,East Baton Rouge Parish,2015,187136.41451035158
160,Jefferson Parish,2015,195140.41688148948
178,Orleans Parish,2015,202743.67315846542
274,Caddo Parish,2015,125414.96430213866
462,Livingston Parish,2015,174605.18242151407
1041,Washington Parish,2015,113549.82245155411
1360,Iberville Parish,2015,169504.67831843285
1560,West Baton Rouge Parish,2015,191108.93301324378
1661,Plaquemines Parish,2015,290614.07899855287
1725,Pointe Coupee Parish,2015,187631.06840859517
